LABEL,Date,Source,Title,Headline,Sentiment_Label
DEI,2025-01-10,Business Insider,Meta employees slam decision to roll back its DEI programs,Meta employees took internal forum viewed Business Insider vent disappointment anger over roll back,Negative
DEI,2025-01-25,Business Insider,The companies fighting back against Trump s war on DEI,JPMorgan Costco efforts help drive innovation success though other companies like Meta Walmart scaling back policies,Positive
DEI,2025-02-05,Business Insider,As DEI dies back Sam s Club CEO says his job is to create an environment of openness,companies including Walmart walk back soften their policies Club says openness connection remain important,Positive
DEI,2025-01-31,Business Insider,The list of CEOs voicing support for their companies DEI initiatives is growing,Christian Sewing Deutsche Bank latest express support company initiatives,Positive
DEI,2025-02-06,Time,Elise Smith Defends DEI as Good Business,recent years right leaning leaders politics tech like Donald Trump Elon Musk have attacked value diversity equity inclusion initiatives Elise Smith founder tech startup Praxis Labs learning,Positive
DEI,2025-01-29,Business Insider,EY report doubles down on diversity initiatives as DEI comes under scrutiny in Trump s first weeks in power,Four firm published report with recommendations boost strategies Trump calls private sector ditch them,Negative
DEI,2025-02-06,Business Insider,NAACP s top marketer tackles everything from DEI rollbacks to the organization s first foray into daytime TV,Blankson chief marketing officer NAACP leading organization storytelling advocacy campaigns during this critical moment first foray into daytime,Positive
DEI,2025-01-22,Time,How the Trump Administration Is Taking Its First Steps Toward Dismantling DEI,Trump administration moved affirmative action federal contracting directed that federal staff paid leave eventually laid first salvo aggressive campaign upend efforts nationwide,Positive
DEI,2025-02-05,NPR,How a military recruitment crisis is leaving the U S vulnerable,President Trump blames shortage recruits programs Yorker writer Dexter Filkins says enough people want enlist many pass weight limit aptitude test,Positive
DEI,2025-01-28,Time,The Human Cost of Trump Firing All Federal DEI Workers,Professor Shaun Harper explains President Donald Trump decision eliminate federal related jobs negatively impacts workers,Negative
DEI,2025-01-31,Gizmodo.com,CDC Ordered to Scrub Website of Words Like Transgender and LGBT,employee spoke with Gizmodo about unprecedented changes,Positive
DEI,2025-02-05,Time,Beyonc Proves That Winning Is The Best Form of Activism,John Hope Bryant argues that Beyonc history making Grammy demonstrates influence ownership even more powerful than,Positive
DEI,2025-01-10,NPR,Why right wing influencers are blaming the California wildfires on diversity efforts,Prominent right wing influencers claiming that response Angeles wildfires hampered workplace diversity policies part wider strategy discredit those policies,Positive
DEI,2025-01-24,Time,Federal Agencies Begin Removing DEI Guidance From Websites in Trump Crackdown,Several federal agencies have begun removing resources underrepresented Americans from their webpages following President Donald Trump executive order cracking down diversity equity inclusion initiatives,Negative
DEI,2025-01-23,Wired,The Global Far Right Is Celebrating Trump s New World Order,right lawmakers extremist influencers world over celebrating Trump early days office advocating similar efforts their countries,Positive
DEI,2025-01-29,ABC News,What does Donald Trump s anti DEI executive order mean for private companies,What does President Donald Trump executive order directing federal agencies encourage private companies abandon policies mean businesses,Negative
DEI,2025-01-31,ABC News,WATCH Trump blames DEI policies for deadly DC collision without evidence,Without citing evidence president said initiatives traffic controllers under Democratic presidents were partly blame Wednesday tragic Washington collision,Negative
DEI,2025-02-03,ABC News,Paid administrative hell Some Ed Dept staff put on leave after Trump s DEI order,While specific reason given three employees told News they believe common thread among them attendance voluntary diversity training,Negative
DEI,2025-01-10,Gizmodo.com,Mark Zuckerberg Goes Mask Off and Ditches Diversity,company terminating programs latest shift away from progressive policy,Positive
DEI,2025-01-31,ABC News,Trump casts speculation unproven claims on DC plane crash as cause remains unknown,While cause been determined Washington plane crash President Donald Trump quick assign blame Thursday Democrats other factors,Positive
DEI,2025-01-13,9to5Mac,Here s why Apple is right to hold firm on its DEI policies,upcoming change presidency seen number companies make changes long standing policies fields spanning content moderation policies reported Friday however Apple holding firm Diversity Equity,Negative
DEI,2025-01-31,BBC News,Black boxes found as officials examine staffing shortage in DC plane crash,fatal collision between passenger plane military helicopter expected have killed involved,Negative
DEI,2025-01-28,Gamedeveloper.com,Someone at Activision is leaking Slack screenshots to right wing X users,right users formerly Twitter singling individual Activision Blizzard employees comments made support inclusion company,Positive
DEI,2025-01-23,Gizmodo.com,New FTC Chair Fighting DEI Cuts Off Public Comments on Surveillance Pricing,Commissioner Alvaro Bedoya offered scathing dissenting opinion agency guidelines,Negative
DEI,2025-01-30,Gizmodo.com,Trump Blames DEI for Plane Crash That Killed in Ridiculous Press Conference,Trump provided evidence said common sense crash caused diversity hiring,Negative
DEI,2025-01-16,Rock Paper Shotgun,Video game publishers are starting to use anti DEI as a marketing meme,Following Republican victory elections several companies have experimented with pivoting away from Diversity Ethics Inclusion collection employment practices aimed challenging bias prejudice workplace Faceboo,Positive
DEI,2025-02-08,NPR,The NFL is removing End Racism from its Super Bowl end zone,Here what decision America favorite sports league tells about anticipatory obedience,Positive
DEI,2025-01-28,NPR,Trump has issued a number of orders affecting the military Here s what they do,President Trump signed number executive orders Monday night aimed military Here breakdown what signed,Negative
DEI,2025-01-14,Business Insider,Meta CEO Mark Zuckerberg says the company will be cutting low performers faster as a way to raise the bar,Meta chief wrote post Workplace company internal forum that company will doing more extensive performance based cuts,Positive
DEI,2025-01-20,BBC News,Trump to declare national emergency at US Mexico border in flurry of day one orders,incoming president plans sign many executive orders administration begins,Positive
DEI,2025-01-24,Business Insider,Trump has a message to CEOs Build in America or pay up,Trump clear message business leaders address World Economic Forum,Positive
DEI,2025-01-24,Webdesignerdepot.com,When DEI Fails Is Diversity Just a Marketing Gimmick,initiatives promise transformative change creative industries often devolve into performative actions that undermine trust stifle innovation,Positive
DEI,2025-01-26,Business Insider,A Davos download on everything we heard and saw during a busy week in the Alps,this Sunday edition Today bringing highlights from World Economic Forum Davos Switzerland,Positive
DEI,2025-01-28,CNET,What Happens to Student Loans and Financial Aid During Trump s Federal Funding Freeze,federal pause does affect federal student loans Pell Grants impact other student programs remains unclear,Negative
DEI,2025-01-17,Yahoo Entertainment,Mark Zuckerberg and Sheryl Sandberg want you to know they re still friends and definitely not mad at each other,Thursday York Times published lengthy story about rise power Stephen Miller longtime loyalist Donald Trump known hardline views immigration Normally story like that wouldn much attention tech press,Positive
DEI,2025-01-24,Time,These U S Companies Are Pulling Back on Diversity Initiatives,number prominent companies have scaled back aside diversity equity inclusion initiatives that much corporate America endorsed following protests that accompanied Minneapolis police killing George Floyd Black,Positive
DEI,2025-01-30,Gizmodo.com,The FAA Has No Clear Leader During the Worst Air Disaster in Years,former head tussled with Musk wanted fine SpaceX safety violations resigned after Trump election hasn been replaced,Positive
DEI,2025-02-01,ABC News,Multiple health agency websites on HIV contraception taken down,Multiple health agency websites contraception taken down comply with executive orders,Negative
DEI,2025-02-05,Business Insider,How the China tariffs will impact what US consumers pay for things,From phones kitchen appliances clothes Trump tariffs Chinese imports could result slew higher prices,Positive
DEI,2025-01-15,Quartz India,Costco is bucking the DEI retreat,time when many large companies scaling back their diversity equity inclusion efforts Costco standing firm commitment these initiatives Read more,Positive
DEI,2025-01-20,NPR,All of the Day executive actions Trump has announced so far,Trump expected sign slew actions relating immigration other issues,Negative
DEI,2025-01-14,Business Insider,Year of intensity Meta employees react to plans to cut low performers,Mark Zuckerberg said Meta plans make more extensive performance based cuts Staff have questioned they will work practice,Positive
DACA,2025-01-22,Inside Higher Ed,A Murky Setback for DACA,Murky Setback DACA Sara Weissman appeals court ruled that DACA unlawful limited scope stayed ruling students shouldn immediate changes Byline Sara Weissman Murky,Negative
DACA,2025-01-28,ABC News,Trump funding freeze a blatant violation of Constitution federal law Legal experts,Constitution federal court decisions make clear President Donald Trump order pause federal funding against legal experts tell News,Positive
DACA,2025-01-17,CBS News,Appeals court again declares DACA illegal but keeps policy alive,federal appeals court Friday declared Deferred Action Childhood Arrivals immigration policy unlawful,Positive
DACA,2025-01-15,CBC News,Young migrants in the U S prepare for years of fear under threat of expulsion,most immediate risk after next week presidential transition residents those nations Donald Trump mused about invading millions undocumented migrants vows deport including young people remember life,Positive
DACA,2025-01-09,Thenation.com,We Must Defend DACAmented Community Members,Bruna Sollod Deferred Action Childhood Arrivals program will likely under President elect Donald Trump next term What comes next post Must Defend DACAmented Community Members appeared first Nation,Positive
DACA,2025-01-17,VOA News,US appeals court rejects Biden effort to protect Dreamer immigrants,WASHINGTON appeals court Friday ruled against outgoing Democratic President Biden effort protect immigrants illegally brought children siding with Texas just days before Republican President elect Donald Trump takes office,Positive
DACA,2025-01-21,Vox,Is Donald Trump s agenda actually popular,Standing Capitol Rotunda Monday President Donald Trump captured vibes buoying Republicans American right writ large promised lengthy list crackdowns policy reversals recent election mandate completely,Positive
DACA,2025-01-21,The New Republic,The Democrats Who Voted to Deport Anyone Accused of a Crime,Monday evening just hours after Donald Trump inauguration Senate passed Laken Riley extreme bill that would allow deportation detention undocumented immigrant merely suspected nonviolent crime they,Negative
DACA,2025-01-28,Vox,The one big question looming over Trump s power grabs,Much what Donald Trump done first eight days back White House legally unjustifiable What uncertain whether Supreme Court will anything stop particularly egregious cases Trump ordered birthright,Positive
DACA,2025-01-16,The New Republic,ICE Warns Republicans Racist Immigration Bill Is a Total Bust,Republicans prized immigration bill Laken Riley apparently expensive implement according Immigration Customs Enforcement memo from been circulating Senate offices that spells staggering cost,Negative
DACA,2025-01-18,Hotnews.ro,SuperLiga Remiz ntre O elul Gala i i Petrolul Ploie ti,elul Gala Petrolul Ploie terminat egalitate scor meciul disputat etapa SuperLiga Lotul elului suferit numeroase modific aceast perioad transferuri important produc,Positive
DACA,2025-01-20,Newsweek,Staying Silent About Immigration Will Cost Us All Opinion,need leaders with humanity willing craft solutions that benefit Americans,Positive
DACA,2025-01-20,The Federalist,Trump s Return To The White House Will Impact These Five Major Court Cases,Trump return presidency will prove significant five important cases which developments late last week,Positive
DACA,2025-01-31,Americanthinker.com,Catholic Organizations and Open Borders,Last week Bishop Mariann Edgar Budde Episcopal Diocese Washington received backlash when injected politics into sermon during prayer meeting with President Trump Vice President Vance their respective families,Negative
DACA,2025-01-09,The New Republic,Every Senate Democrat Who Backed Most Radical Anti Immigrant Bill Yet,Senate voted advance bill Thursday that would allow government detain undocumented immigrants accused committing nonviolent crimes following House passage bill Wednesday Laken Riley advanced vote,Positive
DACA,2025-01-22,Biztoc.com,A Murky Setback for DACA,Murky Setback DACA Sara Weissman appeals court ruled that DACA unlawful limited scope stayed ruling students shouldn immediate changes Byline Sara Weissman Murky Setback,Negative
DACA,2025-01-21,Forbes,Republicans May End Student Loan Forgiveness Healthcare Subsidies In Tax Cut Bill,Among many items that being evaluated cuts several student loan forgiveness relief programs well healthcare spending Here breakdown,Positive
DACA,2025-02-04,Aclu.org,Hope is the Counter to Fear,Daishi Miguel Tanaka earliest memories walking into first grade class California being struck diverse student body kids shapes colors holding their hands over their hearts saying pledge under,Positive
DACA,2025-02-07,Business Insider,My family came to the US undocumented People say we re criminals stealing jobs and benefits but here s what I wish they knew,Jazmin DACA recipient travel nurse discusses fears loved ones amid Trump deportation policies position limbo,Positive
DACA,2025-01-11,Mundodeportivo.com,El Valladolid se impone con toda justicia al Betis,Real Valladolid logrado triunfo vital lucha permanencia costa Real Betis cada distancia plazas europeas despu ganar solo ocho ltimos partidos Liga Nuevo Zorrilla vallisoletano,Positive
DACA,2025-02-08,Mundodeportivo.com,Un Heurtel impresionante lleva al Joventut al l mite,alguien pensaba Thomas Heurtel estaba acabado fichaje merec pena franc encarg quitarle error partido ayer Badalona ahora base Leyma Coru puntos asistencias igualar,Negative
DACA,2025-01-23,The Daily Caller,Why Didn t They Do It Chris Cuomo Grills Dem Rep Over Party s Reluctance To Deport Illegal Migrant Criminals,Chris Cuomo questioned Democratic California Bera Wednesday about party past reluctance deport illegal immigrant criminals,Negative
DACA,2025-01-10,MSNBC,Pope Francis sends a powerful message to Trump with his choice for archbishop of D C,choosing Cardinal Robert McElroy lead Archdiocese Washington pope sending message incoming president promising mass deportations,Positive
DACA,2025-01-30,International Business Times,Trump s First Law What The Laken Riley Act Means For Immigration And Crime,mandates detention illegal immigrants accused serious crimes regardless whether they have been convicted,Negative
DACA,2025-01-24,International Business Times,Fear In US Border City As Trump Launches Immigration Overhaul,Venezuelan Josnexcy Martinez staying shelter Texas border city said afraid getting swept raid targeting migrants even though entered country legally,Negative
DACA,2025-02-09,Legalinsurrection.com,Leftist Student Groups at Duke U Throw Fit Over Inclusion of ICE at Campus Job Fair,Allowing campus utter contradiction Duke values post Leftist Student Groups Duke Throw Over Inclusion Campus Fair first appeared tion,Positive
DACA,2025-01-25,Adevarul.ro,Imagini ocante de la accidentul din Chiajna oferul pierde controlul ma inii acro eaz un alt autovehicul i ajunge pe trotuar unde love te un pieton,accident tragic avut comuna Chiajna ianuarie ofer care intrat coliziune autoturism ajuns trotuar unde intrat pietoni Unul pietoni stare foarte,Negative
DACA,2025-01-10,MSNBC,Democrats face their first test on immigration under Trump,Democrats facing their first test issue immigration Donald Trump second term this week,Positive
DACA,2025-01-31,Newsweek,Arizona Student Group Plans Event To Report Classmates To ICE,will tabling campus asking fellow students report their criminal classmates deportation post from student group read,Negative
DACA,2025-01-13,Adevarul.ro,Cum s mergi n vacan cu copiii n la costuri acceptabile Pre urile au crescut extrem de mult n toat Europa,familie trei copii constat orice destina popular pentru vacan Spania Italia Fran Croa sejur mare trei copii necesit vinzi rinichi cere sfaturi grup torii Care fost cele bune,Positive
DACA,2025-01-29,19thnews.org,State Attorneys General Are Working to Block Trump s Agenda in Court,Attorneys general filing suits challenging Trump moves limit birthright citizenship freeze federal loans,Positive
DACA,2025-02-07,Biztoc.com,My family came to the US undocumented People say we re criminals stealing jobs and benefits but here s what I wish they knew,Courtesy Jazmin Since President Donald Trump first office ramped mass deportation plans Jazmin brought when shares receiving DACA allowed become nurse reflects fear uncerta,Positive
DACA,2025-01-20,Biztoc.com,Staying Silent About Immigration Will Cost Us All Opinion,publicly revealed status DACA recipient undocumented immigrant career family life built line because tired tired fear xenophobia political campaigns that reduced people like dangerou,Negative
DACA,2025-01-25,Newsweek,Donald Trump Faces Rebellion Over ICE Raids in Arizona,find Trump proposed policies this topic outrageous Democratic Representative Yassamin Ansari told Newsweek,Negative
DACA,2025-01-28,Democracy Now!,As ICE Conducts Made for TV Raids Cities from Chicago to Newark Resist Trump s Immigration Crackdown,Immigration Customs Enforcement ramping raids across United States arresting more than people operations Monday after detaining similar number Sunday Immigrant communities their allies raids violate human rights,Positive
DACA,2025-01-11,Mundodeportivo.com,Ca da y susto para Edgar Canet y Tosha se acerca al l der Sanders,valenciano Tosha Schareina sigue batallando ganar primer Dakar moto acabar sequ espa ruedas carrera dura mundo desde Marc Coma ganara ltimo Touaregs,Negative
DACA,2025-01-17,Hotnews.ro,Ciocolata Dubai import gastronomic viralizat i consolidarea m rcii n Europa,Alegerea numelui unei asociate unui produs este adesea afacere complicat deoarece aplic multe reguli acela timp general trebuie acordat aten rcilor vechi care putea afecteze procesul,Positive
DACA,2025-01-27,The American Conservative,The Challenges of Mass Deportation,much America history idea deporting people never mind mass deportations unheard Prior century America barely immigration laws people just sort showed help fill young hungry,Positive
DACA,2025-01-20,The Times of India,Donald Trump inauguration What his second term means for US education and students,Donald Trump second term President United States could usher significant changes education system administration push dismantling Department Education alter student loan forgiveness programs,Positive
Deportation,2025-01-21,Business Insider,Trump s mass deportation plan could drain more than billion a year from Social Security,President Donald Trump mass deportation plans could have significant economic side effect draining Social Security funding,Positive
Deportation,2025-02-03,Business Insider,One industry just got a big boost from Trump and it wasn t crypto or Tesla,president mass deportation plans could funnel huge profits private prison companies like CoreCivic,Positive
Deportation,2025-01-17,NPR,Trump s cabinet pick for Homeland Security is Kristi Noem Here s what to know,confirmed Noem would lead department poised center Trump immigration policy priorities including deportation efforts visa changes border security,Positive
Deportation,2025-01-16,NPR,Trump s challenge where to house millions of immigrant detainees,biggest hurdles carrying Trump mass deportation plans where house millions people country without legal status many prisons detention centers already overcrowded what options there,Positive
Deportation,2025-02-03,ABC News,DHS expected to end deportation protection for nearly Venezuelans,Nearly Venezuelans obtained work permits under Temporary Protected Status will lose those protections April,Positive
Deportation,2025-02-05,NPR,Mass deportations will depend on local police Only some are offering to help,Trump border czar Homan urging more local enforcement agencies support immigration efforts,Positive
Deportation,2025-01-18,ABC News,Post inauguration ICE raids starting as soon as Tuesday Sources,part President elect Donald Trump deportation plans will carry raids starting Tuesday sources briefed plans told News,Positive
Deportation,2025-01-23,ABC News,Rubio to visit Central America on st trip as top US diplomat,Rubio will depart first foreign trip visit countries Central America that vital carrying Trump administration mass deportation plans,Positive
Deportation,2025-02-05,BBC News,US military plane carrying deported Indians due to arrive in Punjab,President Donald Trump made mass deportation undocumented foreign nationals policy,Negative
Deportation,2025-01-29,NPR,Trump signs first bill of his second presidency the Laken Riley Act into law,bill named Georgia nursing student killed last year Venezuelan without legal status criminal record,Negative
Deportation,2025-01-18,Yahoo Entertainment,Trump s first hours Mass deportation raids set for major cities,incoming Trump administration officially carry mass deportations illegal immigrants Chicago Washington Denver during,Negative
Deportation,2025-02-04,NPR,The first group of migrants has been sent to Guant namo but legal challenges loom,President Trump aims deport migrant detainees holding facility there despite questionable legality that move,Negative
Deportation,2025-01-26,NPR,DeSantis faces pushback by fellow Republicans on his call for an immigration session,Republican leaders state legislature they support President Trump pledge combat illegal immigration want deal with other issues identified DeSantis their schedule,Negative
Deportation,2025-01-29,Time,Trump Plans to Sign the Laken Riley Act Into Law as His Administration s First Legislation,Wednesday Trump will sign Laken Riley into administration first piece legislation,Positive
Deportation,2025-02-04,NPR,The prospect of immigration agents entering schools is sending shockwaves among communities,President Trump decades policy that prevented agents from arresting migrants without legal status sensitive places such schools Most districts drawing line sand,Positive
Deportation,2025-01-23,Senate.gov,Mass deportations would deliver a catastrophic blow to the U S Economy,incoming Trump administration plans conduct mass deportations that would upend entire communities have severe economic fallout Mass deportations would reduce economic growth shrink labor force cost born workers their jobs raise costs,Positive
Deportation,2025-02-01,ABC News,Rubio to focus on curbing immigration countering China in Latin America,Marco Rubio embark first diplomatic mission abroad since being confirmed post visiting five countries Central South America,Positive
Deportation,2025-02-08,BBC News,Who s who in German elections and why this vote is important,German voters polls February pivotal vote focused immigration economy,Positive
Deportation,2025-01-29,ABC News,Trump plans to sign the Laken Riley Act into law as his administration s first piece of legislation,President Donald Trump plans sign Laken Riley into administration first piece legislation,Positive
Deportation,2025-01-30,NPR,Trump order cracks down on antisemitism and could deport foreign student protesters,executive order directs government agencies available tools prosecute remove perpetrators antisemitic harassment violence especially college campuses,Positive
Deportation,2025-01-23,NPR,Bishop Mariann Budde tells NPR I won t apologize for sermon addressing Trump,Episcopal bishop Washington spoke with discuss sermon addressing President Trump asked have mercy,Negative
Deportation,2025-02-04,ABC News,Rubio says El Salvador president agrees to house US criminals in his country s jails,Marco Rubio with Salvador president said they agreed only take deported foreign nationals committed crimes also jailed citizens,Negative
Deportation,2025-02-03,Al Jazeera English,What Trump s deportation blitz looks like in Ciudad Juarez,Mexican city already devastated policies mass deportations only bringing more misery,Positive
Deportation,2025-01-28,Al Jazeera English,US deportation flights land in Colombia after Trump Petro row,Colombian President Gustavo Petro welcomes free dignified deportees stressing that migrants criminals,Positive
Deportation,2025-02-02,Yahoo Entertainment,Deport me back to Bulgaria pleads benefits cheat,convicted Bulgarian benefits fraudster wants deported cannot sent home prosecutors still trying recover money stole,Positive
Deportation,2025-01-11,Yahoo Entertainment,German political parties kick campaigns into high gear,Three Germany major parties Saturday firm their programmes candidates ahead nationwide elections February With just,Negative
Deportation,2025-01-30,Miami Herald,Trump rolls back deportation protections for thousands of Venezuelans,Trump rolls back deportation protections thousands Venezuelans Second column story link Related stories illegal sent Guantanamo Removed Colombian Migrants Complain Despotic Humiliating Treatm,Negative
Deportation,2025-01-21,Business Insider,states sued to block Trump s push to end birthright citizenship which could impact hundreds of thousands of children each year,states sued block Trump executive order ending birthright citizenship which could impact many children each year,Positive
Deportation,2025-01-21,Vox,What Trump s executive orders tell us about the future of immigration,President Donald Trump executive orders immigration deportation through will have succeeded radical overhaul That however mighty agenda Monday familiar policies latt,Positive
Deportation,2025-01-19,Al Jazeera English,I m a Latino preparing for Trump s mass deportation of migrants Close Up,arrived undocumented child permanent resident fears Trump will deport loved ones,Positive
Deportation,2025-02-05,BBC News,India s Modi to visit US and meet Trump next week,leaders share cordial relations experts concerns over tariffs illegal immigration might strain bilateral ties,Negative
Deportation,2025-02-05,Nakedcapitalism.com,The Mass Deportation Handoff Biden to Trump,Despite Trump enthusiasm rough treatment illegal immigrants growth deportation industrial complex been party affair,Negative
Deportation,2025-02-06,ABC News,Shohei Ohtani ex interpreter who stole millions to be sentenced in fraud case,Ippei Mizuhara pleaded guilty last year count bank fraud count subscribing false return,Negative
Deportation,2025-01-26,ABC News,Trump s border czar If you re in the country illegally you got a problem,According Trump border czar Homan every undocumented immigrant should worry they could arrested time even they have criminal record,Negative
Deportation,2025-01-31,Al Jazeera English,Trump envoy arrives in Venezuela to meet Maduro about deportation flights,Despite tense relations Maduro government suggested could coordinate with Trump immigration enforcement,Negative
Deportation,2025-02-05,Al Jazeera English,Guatemala agrees to increase number of US deportation flights it accepts,roughly people were deported from Guatemala Under Trump that number expected rise,Negative
Deportation,2025-01-15,BBC News,From snowy cities to Mexican border Trump deportations looms,right Texas border residents tell migrants while Chicago neighbourhoods prepare raids,Positive
Deportation,2025-02-04,BBC News,Could US criminals be sent to El Salvador s mega jail,Salvador offered take criminals deported from house them mega jail,Negative
Deportation,2025-01-21,NPR,Chicago immigrant residents are in Trump s sights The mayor says he ll defend them,Chicago Mayor Brandon Johnson says city will defend residents whether undocumented whether seeking asylum whether seeking good paying,Positive
Deportation,2025-02-09,Business Insider,US military troops come in active duty Guard and reserve forces Here s what each one does,military forces home abroad different types troops rules each confusing,Negative
Deportation,2025-01-27,Al Jazeera English,Claudia Sheinbaum acknowledges non citizens deported from US to Mexico,Mexican president announced more than people were sent country during Trump first week office,Positive
Deportation,2025-02-06,Al Jazeera English,Degrading India opposition MPs protest US deportees return in shackles,India foreign minister tells Parliament that Delhi engaging with ensure deportees mistreated,Positive
Deportation,2025-01-24,Forbes,Mexico Denied A U S Deportation Flight As Deportees Are Flown Out Of Country By The Hundreds Report Says,Trump administration began large deportation operation this week making arrests Thursday,Positive
