LABEL,Date,Source,Title,Headline
Citizenship,2025-01-24,The New Republic,Trump s Assault on Birthright Citizenship Keeps Getting More Psychotic,Trump administration embracing dark loophole justify executive attempts dismantle birthright citizenship Donald Trump Justice Department cited archaic statute legal filing Wednesday arguing that president executive orde
Citizenship,2025-02-07,BBC News,Surviving Al Fayed brother accused of sexual assaults,Three women worked Harrods Fayed assaulted them denies claims
Citizenship,2025-01-21,The New Republic,Trump Sued After Kicking Off Constitutional Crisis on Citizenship,Donald Trump executive order taking birthright citizenship already facing several lawsuits Monday night Trump with lawsuits federal court both Hampshire Massachusetts with state Washington filing another lawsu
Citizenship,2025-01-21,NPR,Key actions from Trump s first day in office And insights from the inaugural speech,After President Trump sworn into second term yesterday kept many promises implemented orders also undone several predecessor actions Here breakdown
Citizenship,2025-02-04,NPR,The prospect of immigration agents entering schools is sending shockwaves among communities,President Trump decades policy that prevented agents from arresting migrants without legal status sensitive places such schools Most districts drawing line sand
Citizenship,2025-02-09,Business Insider,The economics and innovation behind modern warfare,this Sunday edition Business Insider Today showing cover business military defense
Citizenship,2025-02-05,Forbes,Trump s Birthright Citizenship Order Indefinitely Halted By Federal Judge,Wednesday injunction second issued against executive order attempting practice birthright citizenship
Citizenship,2025-01-21,BBC News,Olympic history maker Ngamba to turn professional,Olympic medal winner Cindy Ngamba will make professional debut boxing March
Citizenship,2025-01-24,Gothamist,Mayor Adams office disputes Council claim he had no plan for Trump immigration actions,Council Speaker Adrienne Adams said city prepared Trump Council Speaker Adrienne Adams also urged mayor office join fight against president order birthright citizenship more
Citizenship,2025-02-04,Forbes,The Conference Board s Surprising Outlook On Corporate Citizenship,Conference Board reports majority surveyed corporate citizenship philanthropy leaders anticipate tangible changes their resources budgets
Citizenship,2025-01-26,The Atlantic,A Weekend Reading List,Read about secretive world extreme fishing approaches aging more
Citizenship,2025-02-07,Forbes,Here Are All The Major Lawsuits Against Trump And Musk Including Over USAID,Judges ruled Thursday alone extend blocks Trump birthright citizenship limit Elon Musk access Treasury documents pause deadline federal employee buyouts
Citizenship,2025-02-06,Forbes,Here Are All The Major Lawsuits Against Trump And Elon Musk s DOGE,Judges ruled Thursday alone extend blocks Trump birthright citizenship limit Elon Musk access Treasury documents pause deadline federal employee buyouts
Citizenship,2025-02-07,Forbes,Here Are All The Major Lawsuits Against Trump And Musk As DOJ Agrees To Not Publicly Name FBI Agents Who Probed Jan Riots,Judges ruled Thursday alone extend blocks Trump birthright citizenship limit Elon Musk access Treasury documents pause deadline federal employee buyouts
Citizenship,2025-02-09,Forbes,JD Vance Suggests Judges Aren t Allowed To Control Trump After Courts Block His Policies,slew court rulings recent weeks have hampered Trump administration moves issues like birthright citizenship shutting down USAID
Citizenship,2025-01-25,Quartz India,Bitcoin s coming boom Trump s stock and meme coin sink and Netflix hits Markets news roundup,Christopher McMahon Aquinas Wealth Advisors author Faithful Finances spoke with Quartz latest installment Smart Investing video series Read more
Citizenship,2025-01-24,Forbes,Forbes Daily Jamie Dimon Defends DEI Efforts Amid Trump s Crackdown,Friday Forbes Daily covers Bloomberg climate pledge judge blocks Trump birthright citizenship Oscar nominations unveiled OpenAI latest tool more
Citizenship,2025-01-21,CBC News,I don t know what to do U S asylum seekers stranded amid Trump immigration crackdown,President Donald Trump Monday kicked sweeping immigration crackdown tasking military with aiding border security issuing broad asylum taking steps restrict citizenship children born soil
Border Security,2025-01-19,BBC News,Hidden tunnel on US Mexico border to be sealed,Security been ramped both sides border ahead inauguration Donald Trump
Border Security,2025-02-06,Wired,Tariff Uncertainty Taxes the Auto Industry,some industry uncertainty surrounding border trade almost worse than tariffs themselves tariffs through costs might passed down buyers
Border Security,2025-01-14,BBC News,Ukraine launches largest attack of war so far Kyiv claims,Officials several Russian regions some hundreds kilometres from border reported strikes overnight
Border Security,2025-02-04,BBC News,Who won and lost as Trump s trade war is delayed for now,reporters Canada Mexico assess fallout after Trump gets border promises return pause tariffs
Border Security,2025-01-17,NPR,Trump s cabinet pick for Homeland Security is Kristi Noem Here s what to know,confirmed Noem would lead department poised center Trump immigration policy priorities including deportation efforts visa changes border security
Border Security,2025-01-20,NPR,Trump promised dozens of actions on immigration on Day Here s what we know,Trump campaigned border security promises allies argue that electoral endorsement upcoming actions issue
Border Security,2025-01-25,NPR,Senate confirms Kristi Noem as Trump s Secretary of Homeland Security,Noem will charge executing President Trump biggest priorities second term cracking down immigration
Border Security,2025-02-04,BBC News,Trump faces moment of reckoning on trade after delaying tariffs,president will soon have decide whether match trade rhetoric with action shelve tariff plans
Border Security,2025-01-23,BBC News,Canada can avoid tariffs by becoming a US state says Trump,president complains tremendous trade deficit with neighbour saying does need Canadian energy vehicles lumber
Border Security,2025-01-31,Slashdot.org,Taiwan Says Government Departments Should Not Use DeepSeek Citing Security Concerns,anonymous reader shares report Taiwan digital ministry said Friday that government departments should Chinese startup DeepSeek artificial intelligence service saying that product from China represents security concern
Border Security,2025-01-16,BBC News,PM visits Ukraine to sign landmark year pact,deal seen show support Ukraine days before Donald Trump enters White House
Border Security,2025-01-20,ABC News,What to know about Trump s immigration and border executive actions,Trump promises sign executive actions address immigration border security Some will likely spark legal battles
Border Security,2025-01-20,NPR,Migrants left in despair at the border as asylum system shuts down,provided nearly people with asylum appointments since January contributing drop illegal border crossings
Border Security,2025-01-11,Yahoo Entertainment,Illegal tunnel at US Mexico border dismantled by authorities,STORY Mexican authorities discovered madesmuggling tunnel connecting Ciudad Juarez Paso Texas January Ciudad Juarez
Border Security,2025-01-27,NPR,Trump s immigration orders are a blueprint for sweeping policy changes,President Trump began immigration crackdown with flurry executive orders Immigration experts they hopes transform enforcement southern border beyond
Border Security,2025-01-25,ABC News,Kristi Noem confirmed as secretary of homeland security,South Dakota Kristi Noem firebrand gained national spotlight during coronavirus pandemic confirmed Senate
Border Security,2025-01-22,Business Insider,Trump s Justice Department is looking to crack down on local authorities that won t play ball on immigration,Acting Deputy Attorney General Emil Bove said that local laws that match Trump immigration plans threaten national security
Border Security,2025-02-06,ABC News,With House GOP stuck Senate pushes ahead with its plan to fund Trump s agenda,Senate Budget chair Graham wants plow forward funding package that bundles border security defense spending House continues struggle with plan
Border Security,2025-01-14,ABC News,Monthly border encounters decrease to lowest daily average since July,Daily encounters December along southwest border were lowest average since July according Department Homeland Security
Border Security,2025-01-24,Wired,Trump Wants a War With Cartels and May Just Get One,executive order designating cartels terrorist organizations will expand prosecutors jurisdictions affect relations with Mexico risk blowback which unprepared
Border Security,2025-02-05,NPR,Homeland Security s workforce might not be as big as Trump s immigration goals,Changes hiring retention practices grew department people four years former officials warn that still enough Trump ambitious policy goals
Border Security,2025-01-20,NPR,All of the Day executive actions Trump has announced so far,Trump expected sign slew actions relating immigration other issues
Border Security,2025-02-07,Business Insider,I almost lost my Global Entry status over a mistake anyone could easily make,easy make airport mistake involving fruit Customs Border Protection almost cost money made lose Global Entry status
Border Security,2025-01-20,NPR,Trump reinforces use of his Remain in Mexico policy,policy which created implemented during first Trump administration resulted tens thousands migrants waiting extended periods Mexico
Border Security,2025-01-12,Business Insider,Here s Jamie Dimon s policy advice for incoming President Trump,JPMorgan thinks immigration policy should issue Trump next term
Border Security,2025-01-24,ABC News,DHS could request up to troops for the border internal memo shows,could request troops help with efforts along Mexico border according internal Border Patrol memo obtained News
Border Security,2025-02-05,Slashdot.org,Thailand Cuts Internet and Power Supply To Some Areas in Myanmar in Blow To Scam Centers,Thailand power supply fuel internet some border areas with Myanmar Wednesday attempt choke scam syndicates operating there that have become growing security concern Reuters Scam compounds Southeast Asia suspected
Border Security,2025-01-21,Business Insider,Trump s mass deportation plan could drain more than billion a year from Social Security,President Donald Trump mass deportation plans could have significant economic side effect draining Social Security funding
Border Security,2025-02-04,Business Insider,Trump got what he wanted with the Canada and Mexico tariff pauses even if he didn t get that much,Trump slapped tariffs Canadian Mexican imports pressure them crack down illegal immigration fentanyl They caved
Border Security,2025-01-13,NPR,Winds threaten the containment of wildfires And DHS chief reflects on his career,Santa winds expected pick back threatening containment Southern California wildfires Homeland Security Secretary Alejandro Mayorkas reflects career
Border Security,2025-01-26,ABC News,Trump s border czar If you re in the country illegally you got a problem,According Trump border czar Homan every undocumented immigrant should worry they could arrested time even they have criminal record
Border Security,2025-01-18,BBC News,Has Trump promised too much on US economy,election inflation Trump find pledges prices tariffs both experts
Border Security,2025-02-07,Yahoo Entertainment,Wooing Chinese tourists Thai leader says she has Chinese blood in her,Thailand prime minister seeking allay security concerns among Chinese tourists visiting Thailand said Chinese blood that
Border Security,2025-02-01,Time,Trump s Tariffs on Canada Mexico and China Could Mean Higher Inflation and Economic Disruption,Trump honoring promises made White House campaign that core economic national security philosophy
Border Security,2025-01-24,NPR,Trump wants to label drug cartels terrorist organizations Here s what that means in practice,full implications designating cartels terrorist organizations will depend large part administration follows through
Border Security,2025-02-03,NPR,ACLU sues Trump administration over asylum ban,lawsuit alleges Trump actions against protections provided Congress backed courts
Border Security,2025-01-21,NPR,Trump administration strips schools churches of immigration enforcement protections,memo rescinds Biden administration guideline that created protected areas consisting places where children gather disaster emergency relief sites social services establishments
Border Security,2025-01-24,ABC News,US military s mission on border moving quickly,military mission border moving quickly White House Pentagon making priority publicize news about mission
Border Security,2025-01-31,ABC News,Trump border wall is on New Mexico ranchers wish list,Mexico couple hopes Trump administration makes good promise completing construction border wall
Border Security,2025-01-11,BBC News,Germany says Russian shadow ship stuck in Baltic Sea,Germany foreign minister accused Moscow deploying fleet rusty tankers avoid sanctions
Border Security,2025-01-24,ABC News,Trump border czar tells ABC military planes will deport migrants every day,Homan spoke with Martha Raddatz This Week
Border Security,2025-01-26,ABC News,Woman arrested in fatal shooting of US Border Patrol agent,arrest made shooting Border Patrol agent shot during traffic stop Vermont according
Border Security,2025-01-27,BBC News,A long long road ahead Gaza rebuilds from zero,full scale humanitarian challenge ahead emerging displaced Palestinians return home writes Paul Adams
Border Security,2025-02-04,BBC News,US coal and gas among targets of China s retaliatory tariffs,Beijing also adding companies blacklist says will investigate Google
Border Security,2025-01-28,ABC News,DHS Secretary Kristi Noem joins immigration enforcement operations in NYC,Kristi Noem joined operations just days after confirmed Senate lead Department Homeland Security
Border Security,2025-01-10,Business Insider,Ukraine says it blew up a warehouse full of Russian recon drones with a homemade rework of a Neptune anti ship missile,Russian forces have used reconnaissance drones support their deep strike operations Ukraine This been major headache Kyiv
Border Security,2025-01-25,ABC News,Trump border czar says he s realistic mass deportation plan depends on Congress,Homan spoke with Martha Raddatz This Week
Border Security,2025-01-31,NPR,things to know about the fighting in the Democratic Republic of Congo,Rwandan backed rebels they control eastern Congolese city Goma Their fighters continue claim more territory world most mineral rich territories
Border Security,2025-02-05,BBC News,I d make it harder to get British citizenship says Badenoch,Conservative leader says people shouldn able apply citizenship least years
Border Security,2025-01-13,BBC News,What are the challenges facing the government s AI action plan,Keir Starmer unveiled proposals which says will make great superpowers
Border Security,2025-01-26,The Atlantic,A Quieter Border Didn t Serve Trump s Needs,president would rather exploit free than manage migrant flows effectively
Border Security,2025-01-26,NPR,International peacekeepers killed as fighting rages around eastern Congo s key city,Fighting with rebels eastern Congo left least peacekeepers foreign soldiers dead made significant territorial gains recent weeks encircling eastern city Goma
Border Security,2025-01-17,BBC News,Israel has changed since Donald Trump s last term has he,this time hard choices Middle East president elect will have much think about when enters White House
Border Security,2025-02-03,BBC News,Starmer first PM to join EU leaders meeting since Brexit,trip part what calls reset between European Union
Border Security,2025-01-18,ABC News,Post inauguration ICE raids starting as soon as Tuesday Sources,part President elect Donald Trump deportation plans will carry raids starting Tuesday sources briefed plans told News
Border Security,2025-01-21,NPR,Trump orders end of humanitarian parole for migrants of four countries,Under Biden administration migrants from embattled countries could apply entry humanitarian reasons without having attempt cross into illegally
Border Security,2025-01-24,Business Insider,Trump s deportation plans could raise the price of your retirement,President Donald Trump mass deportation plans could make harder older Americans access healthcare increase some their costs
Border Security,2025-01-30,NPR,Trump says U S will send worst criminal illegal aliens to Guant namo Bay,president says criminal migrants deported from United States could housed facility Cuba wasn immediately clear plan would implemented
Border Security,2025-02-05,Time,What to Know About Security Measures at the Super Bowl in New Orleans,After Year terror attack struck Orleans historic French Quarter city officials they confident security plans they have place Sunday Super Bowl
Border Security,2025-02-08,NPR,Trump supporters welcome the first steps in his immigration crackdown,President Trump kicked second term with dramatic crackdown immigration Critics call those moves cruel unnecessary many Trump supporters applauding these early steps
Border Security,2025-02-03,Gizmodo.com,Junk From Temu SHEIN Will Probably Cost You More Under Trump s New Tariffs,with everything moment there confusion
Border Security,2025-01-24,Business Insider,Trump s White House says deportation flights are underway posting pictures of people being loaded into US Air Force C s,Pentagon signaled earlier this week that Force could used deportation flights That happening
Border Security,2025-01-21,Time,Breaking Down All of Trump s Day Presidential Actions,Trump issued executive orders memoranda proclamations first back Oval Office Here what know
Border Security,2025-01-25,Business Insider,Trump says he could send US special operators after Mexican drug cartels It could make things a lot worse,There potential role special operations forces combating cartels getting this wrong could create more problems
Border Security,2025-02-01,CNET,One Tiny iPhone Feature Shows Apple s Big Plans For Your Smart Home,Apple preparing release wave home technology Here getting ready
Border Security,2025-02-07,ABC News,WATCH Video shows attack on priest during prayer service in Washington,priest attacked during prayer service Spokane Washington Security video shows suspect leaving charging toward altar punch priest
Border Security,2025-01-29,NPR,Trump signs first bill of his second presidency the Laken Riley Act into law,bill named Georgia nursing student killed last year Venezuelan without legal status criminal record
Border Security,2025-01-21,The Hill,GOP member wants bishop added to deportation list after Trump prayer service,Mike Collins heavily criticized statements made Right Mariann Budde Tuesday inaugural prayer service held President
Border Security,2025-01-28,Daily Beast,MAGA Senator Floats Crazy Plan for Pirates to Fight Cartels and Take a Cut,Mike thinks should turn state sponsored piracy take Mexican drug cartels Utah Republican explained made case using
Border Security,2025-02-04,BBC News,How does fentanyl get into the US,President Trump blamed China opioid crisis imposed sweeping tariffs
Border Security,2025-01-20,Slate Magazine,He Was Horrifying in Trump s First Term He s About to Get Even Worse,broad latitude what wants
Border Security,2025-01-24,Time,Trump s Early Actions Mirror Project the Blueprint He Once Dismissed,TIME analysis found that nearly thirds executive actions Trump issued mirror partially mirror proposals from Project
Border Security,2025-02-04,Time,China Announces Counter Tariffs Against U S,Chinese government also announced anti trust investigation into Google after Trump tariff China went into effect
Border Security,2025-01-29,The Atlantic,Caring Deeply About National Security Is Not the Same as Being Good at It,Some Trump cabinet picks sincere their beliefs That doesn make them these roles
Border Security,2025-01-27,ABC News,Trump threatens tariffs as Colombia blocks repatriation flights,President Donald Trump posted threats against Colombia social media platform Sunday after military repatriation flights were prevented from landing
Border Security,2025-01-27,Yahoo Entertainment,Woman charged in the fatal shooting of a Border Patrol agent in Vermont to appear in federal court,Washington state woman charged fatal shooting Border Patrol agent Vermont which happened days after authorities began watching
Border Security,2025-01-28,TMZ,OnlyFans Star Lily Phillips Plan to Screw K Dudes Derailed by U S Border Security,OnlyFans star Lily Phillips rethinking plan screw dudes hours telling Customs Border Protection recently threw wrench ambitious sexcapade Lily tells detained Vegas airport last
Border Security,2025-02-09,Business Insider,US military troops come in active duty Guard and reserve forces Here s what each one does,military forces home abroad different types troops rules each confusing
Border Security,2025-01-21,Business Insider,Trump said new tariffs on Canada and Mexico could arrive within days Here s what Americans should know about his trade plans,President Donald Trump said tariff Canada Mexico could come February that universal tariff table
Border Security,2025-01-18,NPR,These are the U S citizens held hostage in Gaza,Seven nearly hostages held Gaza citizens several whom confirmed dead
Border Security,2025-01-20,BBC News,UN warning on Gaza rebuilding task as aid surges with ceasefire deal,Unrwa Gaza director says rebuilding homes infrastructure people lives will take awful time
Border Security,2025-01-18,The Atlantic,Emergency Powers Are About to Be Bent Beyond Recognition,Trump proposed actions would staggering abuse these statues
Border Security,2025-02-02,BBC News,Canadian fans boo US anthem as tariffs spur buy local pledge,Canadians have begun booing anthem sports games signalling depth anger steep tariffs
Border Security,2025-02-04,Time,How Trump s Tariffs Could Affect U S Consumers,tariffs China Canada Mexico could raise prices everything from cars homes food
Border Security,2025-02-04,The Atlantic,The Tariffs Were Never Real,Donald Trump does appear eager follow through biggest campaign promises
Border Security,2025-01-15,ABC News,What s in the ceasefire deal between Israel and Hamas,deal will take place three different phases each which will last weeks according Qatari officials
Border Security,2025-02-01,NPR,Prices were a key issue in but Trump makes clear they re not his top priority,While prices economy were issues during campaign President Trump making clear that other issues most notably immigration main focus start second term
Border Security,2025-01-27,Yahoo Entertainment,China signals willingness to repatriate confirmed Chinese nationals from US,WASHINGTON Reuters China said Monday willing repatriate confirmed Chinese nationals from United States President Donald Trump
Border Security,2025-01-27,USA Today,Trump revives push to denaturalize US citizens,Trump ordered administration devote resources investigating naturalized citizens
Border Security,2025-01-25,Al Jazeera English,US Senate confirms Kristi Noem as homeland security secretary,Noem takes charge sprawling agency that deals with host crucial issues like immigration customs
Border Security,2025-01-26,Al Jazeera English,Polish president talks about Trump s return security and EU challenges,Andrzej Duda discusses Ukraine balancing global alliances Donald Trump comes back White House
Border Security,2025-02-07,BBC News,Casinos high rises and fraud The BBC visits a city built on scams,haven super rich city built scams invited find
Border Security,2025-02-03,ABC News,China renews threat to retaliate against US tariffs,China reiterated could take necessary countermeasures after President Donald Trump decided impose tariff China allegedly doing little stem production precursor chemicals drug fentanyl
Border Security,2025-01-30,CBC News,Border agency RCMP make arrest at Niagara border after human smuggling attempt officials say,Canadian authorities they intercepted human smuggling attempt Niagara region part larger border security effort
Border Security,2025-02-06,Business Insider,A clear overreaction BMO s top strategist says investors shouldn t fear Trump s tariffs and shares the best opportunities in North American markets,Investors overreacting tariff trade drama Capital Markets says Here where invest while long term market rally continues
Border Security,2025-01-21,Business Insider,Trump s administration has already been sued over these executive orders,President Donald Trump executive orders involving DOGE birthright citizenship among those targeted lawsuits
Border Security,2025-01-20,Business Insider,What Lebanon s shifting political landscape means for Hezbollah,Hezbollah Lebanon most powerful political players been significantly weakened conflict with Israel
Border Security,2025-02-03,Time,Trump Agrees to Pause Tariffs on Mexico But Import Taxes Still in Place for Canada and China,President Donald Trump Mexican President Claudia Sheinbaum their planned tariffs hold Monday month give time further negotiations Mexico said planned deploy members national guard address drug trafficki
Border Security,2025-02-04,Time,Trump Shares the Founders Delusions on Canada,Attempts Canada have gone poorly since Trump rhetoric threatens repeat
Border Security,2025-02-04,Time,U S Aid Freeze Puts at Risk Ukraine s Wartime Help for Frontline Evacuees,American funding helps cover shelters fuel evacuation vehicles salaries workers more
DEI,2025-02-07,Gizmodo.com,Pinterest Says Its DEI Commitments Put It at Risk of Conservative Backlash,brand reputation stock price harmed goes overboard social media company said filing investors
DEI,2025-01-22,BBC News,What happened on day two of the Trump presidency,Trump team takes immigration rules deal plans purge programmes workers
DEI,2025-01-10,Slashdot.org,Meta Kills DEI Programs,Mark Zuckerberg Meta terminating major programs effective immediately including hiring training picking suppliers Axios Meta said changing course because legal policy landscape surrounding diversity equity inclusio
DEI,2025-01-23,Harvard Business Review,What Comes After DEI,While backlash challenged many companies practitioners approach creating more equitable workplaces fewer have considered whether work itself room improve framework built around core outcomes fairness access incl
DEI,2025-01-24,NPR,Costco s shareholders overwhelmingly reject anti DEI proposal,Costco shareholders voted overwhelmingly reject motion that would seek report risks diversity equity inclusion company hiring practices
DEI,2025-01-23,Business Insider,Costco shareholders reject anti DEI proposal,Costco shareholders voted down anti proposal just days after President Trump issued sweeping rules federal agencies
DEI,2025-01-11,Slashdot.org,Amazon To Halt Some of Its DEI Programs,Amazon said halting some diversity inclusion initiatives joining growing list major corporations that have made similar moves face increasing public legal scrutiny From report internal note staffers
DEI,2025-01-10,Business Insider,Meta employees slam decision to roll back its DEI programs,Meta employees took internal forum viewed Business Insider vent disappointment anger over roll back
DEI,2025-01-24,Business Insider,Target is rolling back several DEI initiatives Read the memo,Target said Friday that ending multiple diversity related programs help company remain step with evolving external landscape
DEI,2025-01-25,Business Insider,The companies fighting back against Trump s war on DEI,JPMorgan Costco efforts help drive innovation success though other companies like Meta Walmart scaling back policies
DEI,2025-02-05,Business Insider,As DEI dies back Sam s Club CEO says his job is to create an environment of openness,companies including Walmart walk back soften their policies Club says openness connection remain important
DEI,2025-01-31,Business Insider,The list of CEOs voicing support for their companies DEI initiatives is growing,Christian Sewing Deutsche Bank latest express support company initiatives
DEI,2025-02-06,Time,Elise Smith Defends DEI as Good Business,recent years right leaning leaders politics tech like Donald Trump Elon Musk have attacked value diversity equity inclusion initiatives Elise Smith founder tech startup Praxis Labs learning
DEI,2025-01-25,NPR,The FDA pulls key DEI initiative for cancer studies from its website,Food Drug Administration project promote diversity clinical studies cancer treatments removed from agency website Trump administration halts initiatives
DEI,2025-01-24,NPR,Trump to visit disaster zones And why he says DEI programs are illegal,President Trump wants disaster relief funds political leverage says programs illegal wants investigations into military extremism
DEI,2025-01-09,The Verge,Elon Musk and Donald Trump spread disinformation as wildfires rage in the LA area,Trump blamed fires California Governor Gavin Newsom water policies while Musk said blazes spread because fire department focus diversity equity inclusion programs
DEI,2025-01-22,Business Insider,Trump orders all federal DEI staffers on leave while he dismantles their departments,Federal employees roles will placed leave Wednesday according memo following President Trump executive order
DEI,2025-02-05,Business Insider,US tech giants are rolling back DEI Its ripple effects could spill over to Europe,tech giants continue their rollback policies Europe tech ecosystem braces changing sentiments ripple across Atlantic
DEI,2025-01-28,Business Insider,Costco s DEI programs face new scrutiny from Republican attorneys general,letter Costco Republican state attorneys general urged company policies that publicly supported
DEI,2025-01-29,Business Insider,EY report doubles down on diversity initiatives as DEI comes under scrutiny in Trump s first weeks in power,Four firm published report with recommendations boost strategies Trump calls private sector ditch them
DEI,2025-01-30,Business Insider,Meta CEO Mark Zuckerberg tells employees to buckle up for an intense year in a leaked all hands recording,Meta Mark Zuckerberg addresses company rollback programs community notes model leaked recording hands meeting
DEI,2025-02-06,Business Insider,NAACP s top marketer tackles everything from DEI rollbacks to the organization s first foray into daytime TV,Blankson chief marketing officer NAACP leading organization storytelling advocacy campaigns during this critical moment first foray into daytime
DEI,2025-01-24,Yahoo Entertainment,Italy s Monte dei Paschi bids bn euros for Mediobanca,Italian bank Monte Paschi Siena said Friday that launching larger rival Mediobanca potential billion euro billion
DEI,2025-01-22,Time,How the Trump Administration Is Taking Its First Steps Toward Dismantling DEI,Trump administration moved affirmative action federal contracting directed that federal staff paid leave eventually laid first salvo aggressive campaign upend efforts nationwide
DEI,2025-02-05,NPR,How a military recruitment crisis is leaving the U S vulnerable,President Trump blames shortage recruits programs Yorker writer Dexter Filkins says enough people want enlist many pass weight limit aptitude test
DEI,2025-01-28,Time,The Human Cost of Trump Firing All Federal DEI Workers,Professor Shaun Harper explains President Donald Trump decision eliminate federal related jobs negatively impacts workers
DEI,2025-01-30,ABC News,Trump s missing the point on DEI and meritocracy experts say,Experts field anti discrimination programs intended produce merit based systems President Donald Trump implemented anti executive orders
DEI,2025-01-31,Gizmodo.com,CDC Ordered to Scrub Website of Words Like Transgender and LGBT,employee spoke with Gizmodo about unprecedented changes
DEI,2025-02-07,Gizmodo.com,NASA Removes Employee Pronouns Following Trump s Executive Order Report Claims,space agency working comply with executive order targeting diversity inclusion federal agencies
DEI,2025-01-15,Yahoo Entertainment,Gov Braun closes DEI office mandates return to work in slew of executive orders,None
DEI,2025-01-30,Yahoo Entertainment,Trump was challenged after blaming DEI for the DC plane crash Here s what he said,President Donald Trump began White House briefing Thursday with moment silence prayer victims Wednesday crash Reagan National
DEI,2025-01-30,Yahoo Entertainment,No foundation for a statement like that Aviation expert reacts to Trump s DEI comments,None
DEI,2025-01-14,Yahoo Entertainment,Gov Greg Abbott threatens Texas A M president s job over claim that university broke DEI ban,None
DEI,2025-01-26,Yahoo Entertainment,Vatican says sanctions still in effect against Opus Dei cardinal following sex abuse allegations,None
DEI,2025-02-05,Time,Beyonc Proves That Winning Is The Best Form of Activism,John Hope Bryant argues that Beyonc history making Grammy demonstrates influence ownership even more powerful than
DEI,2025-01-10,NPR,Why right wing influencers are blaming the California wildfires on diversity efforts,Prominent right wing influencers claiming that response Angeles wildfires hampered workplace diversity policies part wider strategy discredit those policies
DEI,2025-01-24,Time,Federal Agencies Begin Removing DEI Guidance From Websites in Trump Crackdown,Several federal agencies have begun removing resources underrepresented Americans from their webpages following President Donald Trump executive order cracking down diversity equity inclusion initiatives
DEI,2025-01-23,Wired,The Global Far Right Is Celebrating Trump s New World Order,right lawmakers extremist influencers world over celebrating Trump early days office advocating similar efforts their countries
DEI,2025-01-30,Business Insider,I m an Army vet with my dream job at the VA I feel targeted by anti DEI efforts and the new buyout offer but I won t quit,Army veteran dream Trump buyout offer federal workers going make resign Here
DEI,2025-01-23,Slate Magazine,The Real Goal of Trump s Emails Ordering Federal Employees to Narc on DEI Sympathizers,emails were greeted with dropping horror their recipients
DEI,2025-01-27,BBC News,Trump to sign order eliminating DEI from military,president also will reinstate servicemembers were discharged refusing Covid vaccines
DEI,2025-01-10,Yahoo Entertainment,A Fox News Host Went After Her Colleagues On Air After They Blamed DEI For The LA Wildfires,None
DEI,2025-01-20,ABC News,Trump set to dismantle DEI within federal government in first day executive action,Incoming President Donald Trump will issue executive order that would dismantle diversity equity inclusion initiatives within federal government
DEI,2025-01-22,ABC News,Firms in Trump s Stargate venture have touted DEI programs clashing with new order,President Trump announced major initiative called Stargate firms involved have policies that against goal eliminating such programs
DEI,2025-01-29,ABC News,What does Donald Trump s anti DEI executive order mean for private companies,What does President Donald Trump executive order directing federal agencies encourage private companies abandon policies mean businesses
DEI,2025-01-31,ABC News,WATCH Trump blames DEI policies for deadly DC collision without evidence,Without citing evidence president said initiatives traffic controllers under Democratic presidents were partly blame Wednesday tragic Washington collision
DEI,2025-02-03,ABC News,Paid administrative hell Some Ed Dept staff put on leave after Trump s DEI order,While specific reason given three employees told News they believe common thread among them attendance voluntary diversity training
DEI,2025-01-10,Gizmodo.com,Mark Zuckerberg Goes Mask Off and Ditches Diversity,company terminating programs latest shift away from progressive policy
DEI,2025-02-05,ABC News,DOGE now has access to NOAA s IT systems reviewing DEI program sources say,Department Government Efficiency DOGE scrutinizing National Oceanic Atmospheric Administration NOAA
DEI,2025-02-06,Politicopro.com,Trump s DEI Purge Comes at a Cost to Indigenous Communities,President Donald Trump purge diversity initiatives affected both federal agencies institutions they fund including those that work with Indigenous communities
DEI,2025-01-12,Business Insider,We re witnessing a new Mark Zuckerberg Welcome to Zuck,Meta remaking himself company image Donald Trump
DEI,2025-01-11,Business Insider,Mark Zuckerberg says AI could soon do the work of Meta s midlevel engineers,Mark Zuckerberg told Rogan that Meta will eventually reach point where coding apps done
DEI,2025-02-04,404media.co,GitHub Reveals How Software Engineers Are Purging Federal Databases,project called Remove shows tweaks used remove forbidden words from database about childhood school readiness
DEI,2025-01-31,ABC News,Trump casts speculation unproven claims on DC plane crash as cause remains unknown,While cause been determined Washington plane crash President Donald Trump quick assign blame Thursday Democrats other factors
DEI,2025-01-13,9to5Mac,Here s why Apple is right to hold firm on its DEI policies,upcoming change presidency seen number companies make changes long standing policies fields spanning content moderation policies reported Friday however Apple holding firm Diversity Equity
DEI,2025-01-31,BBC News,Black boxes found as officials examine staffing shortage in DC plane crash,fatal collision between passenger plane military helicopter expected have killed involved
DEI,2025-01-28,Gamedeveloper.com,Someone at Activision is leaking Slack screenshots to right wing X users,right users formerly Twitter singling individual Activision Blizzard employees comments made support inclusion company
DEI,2025-01-23,Gizmodo.com,New FTC Chair Fighting DEI Cuts Off Public Comments on Surveillance Pricing,Commissioner Alvaro Bedoya offered scathing dissenting opinion agency guidelines
DEI,2025-01-30,Gizmodo.com,Trump Blames DEI for Plane Crash That Killed in Ridiculous Press Conference,Trump provided evidence said common sense crash caused diversity hiring
